id,birthdate
destiny,1970-01-01
dirmaoURSO,1987-03-12
distilled,1970-01-01
dnm,2003-04-13
dnz,1994-12-23
dolem,1997-12-26
doodle,1996-02-01
dream,2000-03-28
dyrachyo,2001-09-05
eGo,2001-07-09
eL lisasH,1996-07-28
eLeVeN,1995-12-07
eine,1997-08-27
elmisho,1970-01-01
empyreaN,1970-01-01
eresloco,1970-01-01
esK,1970-01-01
eyyou,1970-01-01
f(x),1970-01-01
flyfly,1996-12-04
fn,1994-06-07
fng,1995-09-24
fozzy,1970-01-01
fy,1995-02-12
g0g1,1988-10-19
garter,1991-09-26
german player,1970-01-01
ghost,1970-01-01
gnoji,1970-01-01
goddam,1995-09-12
goking,1970-01-01
gpk,2001-08-23
grizine,1970-01-01
guanzo,1970-01-01
guipepe,1994-03-05
gwynbleidd,1970-01-01
hAze,1996-12-13
hFn,1997-08-31
hex0r,1991-03-21
hunghung,1970-01-01
hyhy,1990-03-06
i w o,1970-01-01
iAnnihilate,1970-01-01
iLLusionisT,1993-03-17
iLTW,1999-10-29
iNSaNiA,1994-06-18
iceice,1995-09-11
iceiceice,1990-06-17
idc,1996-08-06
ilLogic,1994-08-21
illusion,2002-09-06
ima_sheep(sux),1970-01-01
inYourdreaM,1997-10-07
ixmike88,1991-06-07
j4,1992-05-12
jAM3S,1995-09-13
jdh,1970-01-01
jigglebilly,1994-06-09
jmn,1991-07-07
johnxfire,1970-01-01
jonassomfan,1992-09-22
justin,1970-01-01
kAAN,1998-02-11
kYxY,1991-05-26
kacor,1970-01-01
kaidou,1970-01-01
kickeed,1997-04-01
kokijjom,1970-01-01
kpii,1993-04-14
krylat,1997-08-13
lightless,1998-12-27
lil pleb,1999-07-19
lil sorry,2000-08-01
ling,1970-01-01
lizZard,1991-12-11
longb,1992-09-20
lordboonz,1970-01-01
loveyouloveme,1970-01-01
lowkez,1998-08-17
lt,1991-10-10
lukiluki,1970-01-01
maiki,1970-01-01
maomao,1970-01-01
marSu,1989-07-01
marlin,1970-01-01
mason,1991-11-02
mdL,1995-08-13
meLes,2000-04-20
mellojul,2000-06-28
miCKe,1999-07-26
miGGel,1987-12-16
mianmian,1970-01-01
miggeL.Z,1970-01-01
mini,1970-01-01
monkeys-forever,1970-01-01
mool,1994-08-26
mstco,1970-01-01
murdOc,1970-01-01
nemphy,1996-12-27
neph,1994-10-06
ninjaboogie,1992-01-31
nongrata,1970-01-01
ntakii,1999-08-06
ocean,1970-01-01
okcya,1992-07-02
old Yoda,1992-02-10
old chicken,1993-05-26
oldWhite,1970-01-01
once.,1970-01-01
pYung,1970-01-01
paS,1992-10-25
pieliedie,1991-08-05
pingu,1970-01-01
pio65,2000-03-06
plAnet,1998-06-24
plov,1998-03-04
poloson,1996-04-28
ponlo,1970-01-01
poyoyo,1970-01-01
ppasarel,1985-01-20
ppd,1991-11-02
profheadshot,1970-01-01
pwN,1994-04-30
qianqian,1970-01-01
qojqva,1995-09-27
r1sk,1970-01-01
r5r5,1970-01-01
rOtK,1992-03-13
re1bl,2001-11-27
rime,1970-01-01
rin,1970-01-01
rkryptic,1970-01-01
rmN-,1993-12-17
ryOyr,1992-10-03
s4,1992-04-01
sQreen,1970-01-01
sad tomat,1997-07-21
sanyaquez,1970-01-01
sayuw,1997-08-26
scant,1970-01-01
shatan,1970-01-01
shiro,2001-03-23
shylock,1970-01-01
skem,2000-02-19
skiter,1998-09-12
skrff,1988-10-18
sl4d1n-,1970-01-01
slahser,1970-01-01
smulgullig,1970-01-01
so bad,1995-08-16
spacy,1997-11-07
sss,1994-04-19
strawberry,1996-08-08
sugar baby,1995-03-16
super,1989-10-19
symetricaL,1970-01-01
syndereN,1989-12-24
tOfu,1996-08-14
tatakae,2000-09-29
tmt,1970-01-01
tnt,1994-04-19
twiSta,1970-01-01
ubah,1994-09-22
ufir,1995-10-07
unicornxoxo,1970-01-01
v0ja,1988-07-12
v1lat,1986-08-08
vanN,1994-06-15
vandersar,1998-06-01
velheor,1998-01-06
violinUA,1991-09-08
vtFαded,1998-07-31
w33,1995-03-06
wejustzik,1991-09-02
whiteBeard,1970-01-01
wwieWambo,1995-03-15
x123,2003-04-23
xFreedom,1993-05-10
xLucky,1970-01-01
xMusiCa,1990-12-12
xNova,1997-10-01
xRag,1996-08-04
xannii,2000-10-19
xiangzai,1970-01-01
xiao8,1989-01-11
xiaofu,1996-11-23
xixi,1970-01-01
xuan,1970-01-01
xy-,1991-12-27
xy-,1970-01-01
yAj,1998-03-22
yChen,1996-05-24
y`,1998-08-08
yaha,1996-01-30
yamich,2001-03-07
yoky-,1995-02-07
yol,1993-05-13
yoona,1994-11-26
you_K,1999-07-22
young G,2001-01-29
yxb,1970-01-01
yxm,1970-01-01
zai,1997-08-05
zero,1970-01-01
zhi!,1993-07-21
zxc,1970-01-01
zzq,1970-01-01
Женя,1992-08-18
чикиряу,1970-01-01
一,1996-04-23
圣子华炼,1998-03-05
垃圾君,1970-01-01
天命,1996-03-01
気,1997-06-26
璨璨cc,1992-07-08
生死,1998-01-28
糖浆,1995-01-19
起风了,1995-11-05
闷油瓶,1994-11-30
阿香,1995-03-07
风追忆,1993-12-22
